Tipo de dato	Agregados macroeconómicos: Nivel 1	Agregados macroeconómicos: Nivel 2	Niveles y tasas	Periodo	Total
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2024T4	87.929
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2024T3	87.131
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2024T2	88.266
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2024T1	86.252
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2023T4	82.924
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2023T3	79.214
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2023T2	80.803
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2023T1	81.303
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2022T4	78.356
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2022T3	71.787
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2022T2	73.646
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2022T1	69.581
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2021T4	68.050
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2021T3	62.109
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2021T2	60.500
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2021T1	57.749
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2020T4	54.526
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2020T3	52.839
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2020T2	40.360
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2020T1	62.626
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2019T4	70.472
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2019T3	67.583
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2019T2	68.314
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2019T1	67.947
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2018T4	66.977
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2018T3	66.916
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2018T2	66.488
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2018T1	65.836
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2017T4	65.394
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2017T3	64.527
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2017T2	64.339
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2017T1	63.223
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2016T4	62.498
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2016T3	62.103
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2016T2	61.049
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2016T1	60.628
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2015T4	59.819
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2015T3	59.291
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2015T2	58.377
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Comercio, transporte y hostelería (G-I, CNAE 2009)	Dato base	2015T1	58.232
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2025T3	15.770
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2025T2	15.280
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2025T1	14.806
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2024T4	15.024
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2024T3	14.895
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2024T2	14.680
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2024T1	14.231
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2023T4	14.510
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2023T3	14.142
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2023T2	13.966
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2023T1	13.227
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2022T4	13.228
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2022T3	12.601
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2022T2	12.170
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2022T1	11.633
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2021T4	11.202
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2021T3	10.853
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2021T2	11.042
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2021T1	10.461
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2020T4	10.245
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2020T3	10.037
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2020T2	9.736
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2020T1	10.469
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2019T4	10.955
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2019T3	10.677
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2019T2	10.549
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2019T1	10.494
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2018T4	10.181
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2018T3	10.174
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2018T2	10.181
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2018T1	10.112
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2017T4	10.228
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2017T3	10.099
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2017T2	9.881
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2017T1	9.677
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2016T4	9.459
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2016T3	9.456
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2016T2	9.367
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2016T1	9.342
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2015T4	9.285
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2015T3	9.247
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2015T2	9.149
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Información y comunicaciones (J, CNAE 2009)	Dato base	2015T1	9.113
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2025T3	19.244
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2025T2	19.594
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2025T1	19.516
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2024T4	19.539
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2024T3	20.805
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2024T2	19.907
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2024T1	20.472
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2023T4	20.034
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2023T3	20.219
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2023T2	17.501
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2023T1	15.976
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2022T4	14.630
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2022T3	13.064
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2022T2	12.746
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2022T1	12.508
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2021T4	12.380
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2021T3	11.793
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2021T2	10.916
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2021T1	11.416
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2020T4	10.896
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2020T3	11.565
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2020T2	10.639
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2020T1	12.865
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2019T4	10.449
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2019T3	10.934
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2019T2	10.915
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2019T1	11.553
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2018T4	12.680
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2018T3	10.841
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2018T2	10.856
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2018T1	10.162
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2017T4	9.793
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2017T3	10.785
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2017T2	10.520
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2017T1	9.453
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2016T4	10.349
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2016T3	9.640
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2016T2	9.650
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2016T1	9.397
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2015T4	9.573
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2015T3	9.515
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2015T2	9.470
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades financieras y de seguros (K, CNAE 2009)	Dato base	2015T1	8.580
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2025T3	43.178
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2025T2	43.095
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2025T1	42.367
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2024T4	42.826
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2024T3	41.334
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2024T2	41.489
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2024T1	41.568
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2023T4	41.421
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2023T3	39.257
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2023T2	39.716
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2023T1	39.389
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2022T4	38.009
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2022T3	36.647
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2022T2	35.786
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2022T1	35.738
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2021T4	35.328
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2021T3	34.524
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2021T2	33.981
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2021T1	34.212
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2020T4	34.874
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2020T3	34.316
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2020T2	31.898
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2020T1	33.718
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2019T4	34.065
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2019T3	33.563
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2019T2	33.162
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2019T1	33.146
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2018T4	32.776
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2018T3	32.602
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2018T2	32.289
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2018T1	32.072
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2017T4	31.625
