Totales Territoriales	Comunidades y Ciudades Autónomas	Ramas de actividad	Periodo	Total
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	107.950.942
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	104.836.698
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	98.090.683
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	90.325.604
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	83.792.686
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	78.234.975
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	73.368.886
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	68.573.071
Total Nacional	10 Comunitat Valenciana	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	62.769.305
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	24.870.107
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	23.140.516
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	21.551.517
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	19.497.343
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	21.166.132
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	20.713.254
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	20.169.546
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	19.069.471
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	18.494.971
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	17.564.650
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	17.606.422
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	17.579.526
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	18.273.867
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	18.652.452
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	18.370.208
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	18.842.360
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	18.136.908
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	16.826.962
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	15.776.610
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	14.509.199
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	13.574.328
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	12.696.756
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	11.906.392
Total Nacional	11 Extremadura	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	11.111.196
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	77.356.297
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	71.365.906
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	64.387.386
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	59.007.178
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	64.502.005
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	62.649.363
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	60.630.852
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	58.564.023
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	57.010.602
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	54.411.393
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	54.038.718
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	54.021.344
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	55.816.965
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	56.787.248
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	56.253.055
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	58.253.982
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	56.005.680
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	51.960.207
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	47.955.337
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	44.249.719
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	41.139.764
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	38.440.880
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	36.029.481
Total Nacional	12 Galicia	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	33.439.492
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	293.069.284
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	267.578.839
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	239.837.609
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	221.061.932
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	243.889.359
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	233.735.808
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	224.373.156
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	214.469.101
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	206.231.525
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	196.018.105
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	193.344.523
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	196.359.670
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	199.623.724
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	198.289.849
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	199.290.149
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	201.865.569
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	194.151.492
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	180.932.461
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	165.661.958
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	153.296.904
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	142.555.275
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	132.944.643
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	123.638.301
Total Nacional	13 Madrid, Comunidad de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	113.369.166
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	40.385.838
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	37.492.649
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	33.603.543
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	30.440.306
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	33.000.651
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	31.715.345
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	31.192.490
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	30.009.138
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	29.168.718
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	27.239.109
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	27.046.880
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	26.950.848
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	27.698.320
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	28.372.216
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	28.076.274
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	29.541.076
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	28.418.142
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	26.355.824
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	24.272.350
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	22.159.238
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	20.644.875
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	19.015.733
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	17.524.452
Total Nacional	14 Murcia, Región de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	16.088.710
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	25.041.231
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	23.210.913
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	20.821.017
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	19.160.726
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	21.070.268
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	20.235.995
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	19.698.794
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	18.911.331
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	18.334.417
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	17.642.027
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	17.346.722
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	17.377.685
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	18.058.363
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	18.089.072
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	18.001.876
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	18.620.264
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	17.870.475
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	16.772.179
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	15.630.219
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	14.550.257
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	13.652.158
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	12.847.752
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	12.052.307
Total Nacional	15 Navarra, Comunidad Foral de	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	11.309.008
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	87.857.474
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	80.480.881
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	72.513.029
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	66.672.598
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	73.999.981
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	71.915.111
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	69.585.295
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	67.114.993
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	65.073.341
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	62.636.949
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	61.496.663
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	62.342.907
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	63.907.269
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	64.424.609
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	63.601.702
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	66.382.420
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	63.889.516
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	59.871.764
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	55.364.217
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	51.495.040
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	48.403.686
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	45.891.095
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	43.515.328
Total Nacional	16 País Vasco	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	40.734.167
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	10.618.056
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	9.713.131
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	8.735.750
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	8.186.915
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	8.889.997
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	8.649.852
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	8.351.707
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	8.074.094
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	8.033.065
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	7.738.447
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	7.581.142
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	7.669.045
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	7.945.371
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	8.008.552
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	7.911.873
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	8.264.894
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	7.961.817
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	7.427.020
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	6.868.905
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	6.383.746
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	6.021.536
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	5.566.913
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	5.273.021
Total Nacional	17 Rioja, La	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	4.931.442
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	1.888.536
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	1.763.707
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	1.634.006
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	1.535.718
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	1.659.979
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	1.611.648
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	1.553.567
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	1.537.398
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	1.498.459
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	1.446.625
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	1.454.750
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	1.438.908
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	1.491.191
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	1.494.058
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	1.484.372
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	1.483.989
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	1.420.486
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	1.327.102
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	1.236.986
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	1.170.783
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	1.109.612
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	1.040.077
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	985.771
Total Nacional	18 Ceuta	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	948.660
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2023 (A)	1.750.186
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2022 (P)	1.654.183
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2021	1.534.391
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2020	1.452.031
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2019	1.560.101
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2018	1.510.904
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2017	1.466.610
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2016	1.452.752
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2015	1.407.605
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2014	1.350.573
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2013	1.339.497
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2012	1.325.903
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2011	1.374.489
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2010	1.367.400
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2009	1.361.870
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2008	1.357.572
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2007	1.296.125
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2006	1.227.093
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2005	1.144.982
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2004	1.076.478
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2003	1.011.565
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2002	947.808
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2001	906.601
Total Nacional	19 Melilla	PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO	2000	870.994
